"velocity:0","velocity:1","velocity:2"
-0.22933,0.68309,-0.00019084
-0.21014,0.62667,-0.00077097
-0.18234,0.54462,-0.0021369
-0.14706,0.44005,-0.0049455
-0.10576,0.31708,-0.010941
-0.060156,0.1807,-0.031397
-0.012145,0.036548,-0.32134
0.036328,-0.10922,-0.30955
0.083381,-0.25023,-0.017087
0.12706,-0.38057,-0.0073269
0.16555,-0.49492,-0.003297
0.19725,-0.58868,-0.0013251
0.22087,-0.65824,-0.00040959
0.23544,-0.70099,-7.3292e-05
0.24036,-0.71542,-5.1545e-06
0.17312,-0.81143,4.1954e-06
0.16957,-0.79508,5.9245e-05
0.15906,-0.7466,0.0003272
0.14202,-0.66775,0.0010403
0.11917,-0.56146,0.0025304
0.091444,-0.43183,0.0054747
0.059998,-0.28399,0.012391
0.026138,-0.12399,0.22331
-0.0087384,0.041493,0.23153
-0.043284,0.2051,0.022394
-0.076108,0.35982,0.0080567
-0.10585,0.49926,0.0037468
-0.13127,0.6178,0.0016597
-0.15132,0.71081,0.00061099
-0.16516,0.77477,0.00015346
-0.17223,0.80733,1.6837e-05
-0.17223,0.80733,-1.6837e-05
-0.16516,0.77477,-0.00015346
-0.15132,0.71081,-0.00061099
-0.13127,0.6178,-0.0016597
-0.10585,0.49926,-0.0037468
-0.076108,0.35982,-0.0080567
-0.043284,0.2051,-0.022394
-0.0087384,0.041493,-0.23153
0.026138,-0.12399,-0.22331
0.059998,-0.28399,-0.012391
0.091444,-0.43183,-0.0054747
0.11917,-0.56146,-0.0025304
0.14202,-0.66775,-0.0010403
0.15906,-0.7466,-0.0003272
0.16957,-0.79508,-5.9245e-05
0.17312,-0.81143,-4.1954e-06
0.098613,-0.87431,2.6411e-06
0.096586,-0.8567,3.7088e-05
0.090591,-0.80449,0.00020289
0.080878,-0.71957,0.00063627
0.067852,-0.60509,0.0015202
0.052058,-0.46544,0.0032202
0.034152,-0.30614,0.0071164
0.014877,-0.13368,0.12736
-0.0049735,0.044739,0.13193
-0.024636,0.22112,0.012689
-0.043324,0.38786,0.0046843
-0.060262,0.53809,0.0022281
-0.074748,0.66578,0.0010065
-0.086177,0.76595,0.00037647
-0.094073,0.83483,9.5657e-05
-0.098105,0.8699,1.0576e-05
-0.098105,0.8699,-1.0576e-05
-0.094073,0.83483,-9.5657e-05
-0.086177,0.76595,-0.00037647
-0.074748,0.66578,-0.0010065
-0.060262,0.53809,-0.0022281
-0.043324,0.38786,-0.0046843
-0.024636,0.22112,-0.012689
-0.0049735,0.044739,-0.13193
0.014877,-0.13368,-0.12736
0.034152,-0.30614,-0.0071164
0.052058,-0.46544,-0.0032202
0.067852,-0.60509,-0.0015202
0.080878,-0.71957,-0.00063627
0.090591,-0.80449,-0.00020289
0.096586,-0.8567,-3.7088e-05
0.098613,-0.87431,-2.6411e-06
0.019934,-0.90168,5.5909e-07
0.019524,-0.88352,7.832e-06
0.018311,-0.82969,4.2669e-05
0.016347,-0.74214,0.000133
0.013713,-0.6241,0.00031525
0.01052,-0.48009,0.00066134
0.0069013,-0.3158,0.0014451
0.0030062,-0.1379,0.02576
-0.001005,0.046155,0.026673
-0.0049784,0.2281,0.0025599
-0.0087551,0.40008,0.00095681
-0.012179,0.55501,0.0004599
-0.015107,0.68668,0.00020961
-0.017419,0.78996,7.8955e-05
-0.019016,0.86098,2.0163e-05
-0.019831,0.89713,2.2366e-06
-0.019831,0.89713,-2.2366e-06
-0.019016,0.86098,-2.0163e-05
-0.017419,0.78996,-7.8955e-05
-0.015107,0.68668,-0.00020961
-0.012179,0.55501,-0.0004599
-0.0087551,0.40008,-0.00095681
-0.0049784,0.2281,-0.0025599
-0.001005,0.046155,-0.026673
0.0030062,-0.1379,-0.02576
0.0069013,-0.3158,-0.0014451
0.01052,-0.48009,-0.00066134
0.013713,-0.6241,-0.00031525
0.016347,-0.74214,-0.000133
0.018311,-0.82969,-4.2669e-05
0.019524,-0.88352,-7.832e-06
0.019934,-0.90168,-5.5909e-07
-0.05959,-0.89253,-1.6456e-06
-0.058364,-0.87455,-2.307e-05
-0.05474,-0.82126,-0.00012586
-0.048869,-0.73459,-0.00039311
-0.040997,-0.61774,-0.00093425
-0.031452,-0.47519,-0.0019663
-0.020633,-0.31257,-0.0043131
-0.0089876,-0.13649,-0.076989
0.0030047,0.045681,-0.07973
0.014884,0.22576,-0.0076573
0.026175,0.396,-0.00285
0.03641,0.54935,-0.0013651
0.045164,0.67969,-0.00062031
0.052072,0.78193,-0.0002331
0.056845,0.85223,-5.9429e-05
0.059283,0.88802,-6.5851e-06
0.059283,0.88802,6.5851e-06
0.056845,0.85223,5.9429e-05
0.052072,0.78193,0.0002331
0.045164,0.67969,0.00062031
0.03641,0.54935,0.0013651
0.026175,0.396,0.00285
0.014884,0.22576,0.0076573
0.0030047,0.045681,0.07973
-0.0089876,-0.13649,0.076989
-0.020633,-0.31257,0.0043131
-0.031452,-0.47519,0.0019663
-0.040997,-0.61774,0.00093425
-0.048869,-0.73459,0.00039311
-0.05474,-0.82126,0.00012586
-0.058364,-0.87455,2.307e-05
-0.05959,-0.89253,1.6456e-06
-0.13659,-0.84719,-3.4995e-06
-0.13378,-0.83012,-4.9261e-05
-0.12549,-0.77952,-0.0002706
-0.11204,-0.69721,-0.00085373
-0.094,-0.58627,-0.0020558
-0.072124,-0.45094,-0.0043958
-0.047319,-0.29658,-0.0098183
-0.020613,-0.1295,-0.1763
0.0068913,0.043338,-0.1827
0.034136,0.21421,-0.017613
0.060026,0.37577,-0.0064274
0.083489,0.52134,-0.0030268
0.10355,0.64508,-0.0013556
0.11938,0.74217,-0.0005035
0.13031,0.80893,-0.00012729
0.13589,0.84292,-1.4026e-05
0.13589,0.84292,1.4026e-05
0.13031,0.80893,0.00012729
0.11938,0.74217,0.0005035
0.10355,0.64508,0.0013556
0.083489,0.52134,0.0030268
0.060026,0.37577,0.0064274
0.034136,0.21421,0.017613
0.0068913,0.043338,0.1827
-0.020613,-0.1295,0.1763
-0.047319,-0.29658,0.0098183
-0.072124,-0.45094,0.0043958
-0.094,-0.58627,0.0020558
-0.11204,-0.69721,0.00085373
-0.12549,-0.77952,0.0002706
-0.13378,-0.83012,4.9261e-05
-0.13659,-0.84719,3.4995e-06
-0.20783,-0.76737,-4.7329e-06
-0.20357,-0.7519,-6.7079e-05
-0.19096,-0.70604,-0.00037274
-0.17053,-0.63145,-0.0011957
-0.1431,-0.53091,-0.0029417
-0.10982,-0.40829,-0.0064501
-0.07206,-0.26849,-0.014817
-0.031394,-0.11721,-0.26787
0.010496,0.039222,-0.2779
0.051987,0.1939,-0.026998
0.091405,0.3402,-0.009561
0.12711,0.47208,-0.0043841
0.15762,0.58421,-0.001918
0.18168,0.67219,-0.0006989
0.19829,0.73269,-0.00017422
0.20676,0.76349,-1.9021e-05
0.20676,0.76349,1.9021e-05
0.19829,0.73269,0.00017422
0.18168,0.67219,0.0006989
0.15762,0.58421,0.001918
0.12711,0.47208,0.0043841
0.091405,0.3402,0.009561
0.051987,0.1939,0.026998
0.010496,0.039222,0.2779
-0.031394,-0.11721,0.26787
-0.07206,-0.26849,0.014817
-0.10982,-0.40829,0.0064501
-0.1431,-0.53091,0.0029417
-0.17053,-0.63145,0.0011957
-0.19096,-0.70604,0.00037274
-0.20357,-0.7519,6.7079e-05
-0.20783,-0.76737,4.7329e-06
-0.27038,-0.65608,-5.5547e-06
-0.26485,-0.64286,-7.9051e-05
-0.24848,-0.60366,-0.00044284
-0.22193,-0.53986,-0.00144
-0.18628,-0.45384,-0.0036126
-0.14299,-0.34895,-0.0081204
-0.093844,-0.2294,-0.0192
-0.040889,-0.10012,-0.34794
0.013671,0.0335,-0.36144
0.067707,0.16565,-0.035559
0.11903,0.29071,-0.012206
0.16549,0.40351,-0.0054481
0.20516,0.49944,-0.0023308
0.23642,0.57471,-0.00083535
0.25799,0.62645,-0.00020603
0.26899,0.65277,-2.2358e-05
0.26899,0.65277,2.2358e-05
0.25799,0.62645,0.00020603
0.23642,0.57471,0.00083535
0.20516,0.49944,0.0023308
0.16549,0.40351,0.0054481
0.11903,0.29071,0.012206
0.067707,0.16565,0.035559
0.013671,0.0335,0.36144
-0.040889,-0.10012,0.34794
-0.093844,-0.2294,0.0192
-0.14299,-0.34895,0.0081204
-0.18628,-0.45384,0.0036126
-0.22193,-0.53986,0.00144
-0.24848,-0.60366,0.00044284
-0.26485,-0.64286,7.9051e-05
-0.27038,-0.65608,5.5547e-06
-0.32171,-0.51768,-7.0994e-06
-0.31514,-0.50729,-9.859e-05
-0.29571,-0.47641,-0.00053649
-0.26417,-0.42606,-0.001703
-0.22179,-0.3581,-0.0042272
-0.17029,-0.27526,-0.0095476
-0.11178,-0.18089,-0.022958
-0.04871,-0.078925,-0.41344
0.016286,0.026405,-0.43006
0.080653,0.1306,-0.043031
0.14176,0.22928,-0.014455
0.19705,0.31834,-0.0063788
0.24424,0.39413,-0.0027364
0.28138,0.45357,-0.00099866
0.307,0.49437,-0.00025323
0.32006,0.51508,-2.8282e-05
0.32006,0.51508,2.8282e-05
0.307,0.49437,0.00025323
0.28138,0.45357,0.00099866
0.24424,0.39413,0.0027364
0.19705,0.31834,0.0063788
0.14176,0.22928,0.014455
0.080653,0.1306,0.043031
0.016286,0.026405,0.43006
-0.04871,-0.078925,0.41344
-0.11178,-0.18089,0.022958
-0.17029,-0.27526,0.0095476
-0.22179,-0.3581,0.0042272
-0.26417,-0.42606,0.001703
-0.29571,-0.47641,0.00053649
-0.31514,-0.50729,9.859e-05
-0.32171,-0.51768,7.0994e-06
-0.35982,-0.3577,-1.3283e-05
-0.35249,-0.35063,-0.00016392
-0.33079,-0.32939,-0.00077803
-0.29557,-0.29456,-0.0021826
-0.2482,-0.2475,-0.0049905
-0.1906,-0.19017,-0.010872
-0.12514,-0.12493,-0.026027
-0.054536,-0.054492,-0.46202
0.018234,0.018229,-0.48112
0.090296,0.090183,-0.049028
0.15869,0.15838,-0.016377
0.22054,0.21998,-0.0073588
0.27329,0.27245,-0.0033453
0.3148,0.3136,-0.0013565
0.3434,0.34176,-0.00039319
0.35798,0.35594,-5.0321e-05
0.35798,0.35594,5.0321e-05
0.3434,0.34176,0.00039319
0.3148,0.3136,0.0013565
0.27329,0.27245,0.0033453
0.22054,0.21998,0.0073588
0.15869,0.15838,0.016377
0.090296,0.090183,0.049028
0.018234,0.018229,0.48112
-0.054536,-0.054492,0.46202
-0.12514,-0.12493,0.026027
-0.1906,-0.19017,0.010872
-0.2482,-0.2475,0.0049905
-0.29557,-0.29456,0.0021826
-0.33079,-0.32939,0.00077803
-0.35249,-0.35063,0.00016392
-0.35982,-0.3577,1.3283e-05
-0.38327,-0.18271,-4.6816e-05
-0.37547,-0.17928,-0.00039458
-0.35239,-0.16844,-0.0013727
-0.3149,-0.15058,-0.0029931
-0.26447,-0.12647,-0.0058833
-0.20313,-0.097136,-0.011985
-0.13337,-0.063793,-0.028146
-0.05813,-0.027818,-0.49192
0.019436,0.0093051,-0.51261
0.096244,0.046044,-0.053005
0.16913,0.080882,-0.017809
0.23502,0.11238,-0.0083204
0.29119,0.13925,-0.0042003
0.33537,0.16034,-0.0020864
0.3658,0.17477,-0.00080571
0.38132,0.18193,-0.00014803
0.38132,0.18193,0.00014803
0.3658,0.17477,0.00080571
0.33537,0.16034,0.0020864
0.29119,0.13925,0.0042003
0.23502,0.11238,0.0083204
0.16913,0.080882,0.017809
0.096244,0.046044,0.053005
0.019436,0.0093051,0.51261
-0.05813,-0.027818,0.49192
-0.13337,-0.063793,0.028146
-0.20313,-0.097136,0.011985
-0.26447,-0.12647,0.0058833
-0.3149,-0.15058,0.0029931
-0.35239,-0.16844,0.0013727
-0.37547,-0.17928,0.00039458
-0.38327,-0.18271,4.6816e-05
-0.39118,-0.092329,-0.00047865
-0.38323,-0.090782,-0.00096886
-0.35968,-0.085243,-0.0020412
-0.32143,-0.076156,-0.0035519
-0.26997,-0.063934,-0.0063465
-0.20736,-0.04909,-0.012452
-0.13616,-0.032232,-0.028921
-0.059344,-0.014054,-0.50201
0.019842,0.0047008,-0.52325
0.098254,0.023263,-0.054412
0.17265,0.040871,-0.018363
0.23991,0.056804,-0.0087665
0.29723,0.070407,-0.0047041
0.34231,0.081119,-0.0027051
0.37336,0.08848,-0.0014794
0.38919,0.092092,-0.00048064
0.38919,0.092092,0.00048064
0.37336,0.08848,0.0014794
0.34231,0.081119,0.0027051
0.29723,0.070407,0.0047041
0.23991,0.056804,0.0087665
0.17265,0.040871,0.018363
0.098254,0.023263,0.054412
0.019842,0.0047008,0.52325
-0.059344,-0.014054,0.50201
-0.13616,-0.032232,0.028921
-0.20736,-0.04909,0.012452
-0.26997,-0.063934,0.0063465
-0.32143,-0.076156,0.0035519
-0.35968,-0.085243,0.0020412
-0.38323,-0.090782,0.00096886
-0.39118,-0.092329,0.00047865
-0.56604,0.082464,-0.0004275
-0.5546,0.081082,-0.00086423
-0.52071,0.076135,-0.0018069
-0.46557,0.068019,-0.003075
-0.39124,0.057103,-0.0052911
-0.30062,0.043844,-0.0099568
-0.19741,0.028788,-0.022347
-0.086014,0.012552,-0.43373
0.028749,-0.0041985,-0.44971
0.14244,-0.020777,-0.041522
0.25033,-0.036504,-0.014415
0.34775,-0.050734,-0.0071548
0.43065,-0.062884,-0.0040022
0.49569,-0.072452,-0.0023734
0.54041,-0.079026,-0.0013163
0.56317,-0.082253,-0.00042916
0.56317,-0.082253,0.00042916
0.54041,-0.079026,0.0013163
0.49569,-0.072452,0.0023734
0.43065,-0.062884,0.0040022
0.34775,-0.050734,0.0071548
0.25033,-0.036504,0.014415
0.14244,-0.020777,0.041522
0.028749,-0.0041985,0.44971
-0.086014,0.012552,0.43373
-0.19741,0.028788,0.022347
-0.30062,0.043844,0.0099568
-0.39124,0.057103,0.0052911
-0.46557,0.068019,0.003075
-0.52071,0.076135,0.0018069
-0.5546,0.081082,0.00086423
-0.56604,0.082464,0.0004275
-0.55471,0.1632,-4.1717e-05
-0.5435,0.16014,-0.00035014
-0.51026,0.15045,-0.0012044
-0.45619,0.1345,-0.0025623
-0.38332,0.11296,-0.0048546
-0.2945,0.086758,-0.0095151
-0.19338,0.056977,-0.021661
-0.084254,0.024846,-0.42489
0.028161,-0.0083108,-0.44044
0.13953,-0.041124,-0.040333
0.24522,-0.072241,-0.013904
0.34069,-0.10038,-0.006731
0.42194,-0.12437,-0.0035336
0.48572,-0.14322,-0.0018116
0.52958,-0.15611,-0.00071182
0.5519,-0.1625,-0.00013173
0.5519,-0.1625,0.00013173
0.52958,-0.15611,0.00071182
0.48572,-0.14322,0.0018116
0.42194,-0.12437,0.0035336
0.34069,-0.10038,0.006731
0.24522,-0.072241,0.013904
0.13953,-0.041124,0.040333
0.028161,-0.0083108,0.44044
-0.084254,0.024846,0.42489
-0.19338,0.056977,0.021661
-0.2945,0.086758,0.0095151
-0.38332,0.11296,0.0048546
-0.45619,0.1345,0.0025623
-0.51026,0.15045,0.0012044
-0.5435,0.16014,0.00035014
-0.55471,0.1632,4.1717e-05
-0.52111,0.31955,-1.1563e-05
-0.51054,0.31323,-0.00014137
-0.47925,0.29424,-0.00065985
-0.42837,0.26312,-0.0018045
-0.35984,0.22108,-0.0040016
-0.27639,0.16986,-0.0084673
-0.18145,0.11158,-0.019808
-0.079046,0.04867,-0.39877
0.02642,-0.016281,-0.41305
0.13091,-0.080548,-0.037009
0.23012,-0.14146,-0.012597
0.31979,-0.19649,-0.005812
0.39616,-0.24337,-0.0027244
0.45615,-0.28014,-0.001137
0.49743,-0.3053,-0.00033663
0.51846,-0.31797,-4.365e-05
0.51846,-0.31797,4.365e-05
0.49743,-0.3053,0.00033663
0.45615,-0.28014,0.001137
0.39616,-0.24337,0.0027244
0.31979,-0.19649,0.005812
0.23012,-0.14146,0.012597
0.13091,-0.080548,0.037009
0.02642,-0.016281,0.41305
-0.079046,0.04867,0.39877
-0.18145,0.11158,0.019808
-0.27639,0.16986,0.0084673
-0.35984,0.22108,0.0040016
-0.42837,0.26312,0.0018045
-0.47925,0.29424,0.00065985
-0.51054,0.31323,0.00014137
-0.52111,0.31955,1.1563e-05
-0.46635,0.46255,-5.7944e-06
-0.45686,0.45326,-7.9813e-05
-0.42875,0.42565,-0.00042876
-0.38311,0.38063,-0.0013386
-0.3217,0.3199,-0.0032634
-0.247,0.24587,-0.0072499
-0.1621,0.16157,-0.017204
-0.070603,0.070492,-0.35646
0.023597,-0.023584,-0.3688
0.11694,-0.11665,-0.032107
0.20561,-0.2048,-0.010899
0.28583,-0.28437,-0.0048823
0.35423,-0.35209,-0.0021316
0.40803,-0.40523,-0.00079181
0.44508,-0.4417,-0.0002038
0.46397,-0.46022,-2.3009e-05
0.46397,-0.46022,2.3009e-05
0.44508,-0.4417,0.0002038
0.40803,-0.40523,0.00079181
0.35423,-0.35209,0.0021316
0.28583,-0.28437,0.0048823
0.20561,-0.2048,0.010899
0.11694,-0.11665,0.032107
0.023597,-0.023584,0.3688
-0.070603,0.070492,0.35646
-0.1621,0.16157,0.017204
-0.247,0.24587,0.0072499
-0.3217,0.3199,0.0032634
-0.38311,0.38063,0.0013386
-0.42875,0.42565,0.00042876
-0.45686,0.45326,7.9813e-05
-0.46635,0.46255,5.7944e-06
-0.39237,0.58634,-4.2313e-06
-0.38435,0.57452,-6.0031e-05
-0.36061,0.53944,-0.00033467
-0.32209,0.48237,-0.0010815
-0.27034,0.40546,-0.0026948
-0.20747,0.31171,-0.006018
-0.13611,0.2049,-0.014155
-0.059269,0.089422,-0.29961
0.019808,-0.02992,-0.30955
0.098175,-0.14795,-0.026189
0.17267,-0.25968,-0.0090201
0.24014,-0.36047,-0.0040503
0.29775,-0.44623,-0.0017446
0.34311,-0.51354,-0.00062943
0.3744,-0.55983,-0.00015611
0.39036,-0.58338,-1.701e-05
0.39036,-0.58338,1.701e-05
0.3744,-0.55983,0.00015611
0.34311,-0.51354,0.00062943
0.29775,-0.44623,0.0017446
0.24014,-0.36047,0.0040503
0.17267,-0.25968,0.0090201
0.098175,-0.14795,0.026189
0.019808,-0.02992,0.30955
-0.059269,0.089422,0.29961
-0.13611,0.2049,0.014155
-0.20747,0.31171,0.006018
-0.27034,0.40546,0.0026948
-0.32209,0.48237,0.0010815
-0.36061,0.53944,0.00033467
-0.38435,0.57452,6.0031e-05
-0.39237,0.58634,4.2313e-06
-0.30193,0.68595,-3.4629e-06
-0.29573,0.6721,-4.9049e-05
-0.27739,0.63104,-0.00027228
-0.24766,0.5643,-0.00087229
-0.20778,0.47437,-0.0021428
-0.15939,0.36475,-0.0046915
-0.10453,0.23982,-0.010768
-0.045507,0.10469,-0.23039
0.015208,-0.035031,-0.2377
0.075386,-0.17319,-0.019642
0.13263,-0.3039,-0.0069503
0.18453,-0.42177,-0.003191
0.2289,-0.52203,-0.0013981
0.26389,-0.60075,-0.00051021
0.28804,-0.6549,-0.00012734
0.30037,-0.68248,-1.3913e-05
0.30037,-0.68248,1.3913e-05
0.28804,-0.6549,0.00012734
0.26389,-0.60075,0.00051021
0.2289,-0.52203,0.0013981
0.18453,-0.42177,0.003191
0.13263,-0.3039,0.0069503
0.075386,-0.17319,0.019642
0.015208,-0.035031,0.2377
-0.045507,0.10469,0.23039
-0.10453,0.23982,0.010768
-0.15939,0.36475,0.0046915
-0.20778,0.47437,0.0021428
-0.24766,0.5643,0.00087229
-0.27739,0.63104,0.00027228
-0.29573,0.6721,4.9049e-05
-0.30193,0.68595,3.4629e-06
-0.1986,0.75744,-2.5144e-06
-0.19451,0.74215,-3.5394e-05
-0.18241,0.69682,-0.00019442
-0.16281,0.62314,-0.00061337
-0.13654,0.52388,-0.0014771
-0.10471,0.40287,-0.0031589
-0.068647,0.26493,-0.0070619
-0.02988,0.11566,-0.15149
0.0099851,-0.038708,-0.15611
0.049502,-0.19133,-0.012692
0.087112,-0.33568,-0.0046202
0.12124,-0.46581,-0.0021748
0.15045,-0.57649,-0.00097392
0.17351,-0.66338,-0.00036175
0.18944,-0.72316,-9.1455e-05
0.19758,-0.75361,-1.0078e-05
0.19758,-0.75361,1.0078e-05
0.18944,-0.72316,9.1455e-05
0.17351,-0.66338,0.00036175
0.15045,-0.57649,0.00097392
0.12124,-0.46581,0.0021748
0.087112,-0.33568,0.0046202
0.049502,-0.19133,0.012692
0.0099851,-0.038708,0.15611
-0.02988,0.11566,0.15149
-0.068647,0.26493,0.0070619
-0.10471,0.40287,0.0031589
-0.13654,0.52388,0.0014771
-0.16281,0.62314,0.00061337
-0.18241,0.69682,0.00019442
-0.19451,0.74215,3.5394e-05
-0.1986,0.75744,2.5144e-06
-0.08669,0.79806,-1.174e-06
-0.084901,0.78195,-1.646e-05
-0.079609,0.73421,-8.9807e-05
-0.071042,0.6566,-0.00028055
-0.059565,0.55203,-0.00066693
-0.045667,0.42455,-0.0014044
-0.029935,0.27921,-0.0030841
-0.013028,0.12191,-0.066114
0.0043536,-0.0408,-0.068085
0.021585,-0.20166,-0.0054867
0.03799,-0.35376,-0.0020364
0.052884,-0.49086,-0.00097467
0.065639,-0.60746,-0.00044275
0.075715,-0.69898,-0.00016634
0.082682,-0.76195,-4.2403e-05
0.086242,-0.79402,-4.6981e-06
0.086242,-0.79402,4.6981e-06
0.082682,-0.76195,4.2403e-05
0.075715,-0.69898,0.00016634
0.065639,-0.60746,0.00044275
0.052884,-0.49086,0.00097467
0.03799,-0.35376,0.0020364
0.021585,-0.20166,0.0054867
0.0043536,-0.0408,0.068085
-0.013028,0.12191,0.066114
-0.029935,0.27921,0.0030841
-0.045667,0.42455,0.0014044
-0.059565,0.55203,0.00066693
-0.071042,0.6566,0.00028055
-0.079609,0.73421,8.9807e-05
-0.084901,0.78195,1.646e-05
-0.08669,0.79806,1.174e-06
0.029003,0.80626,3.984e-07
0.028404,0.78999,5.5812e-06
0.026633,0.74176,3.041e-05
0.023766,0.66335,9.4807e-05
0.019925,0.55772,0.00022478
0.015276,0.42893,0.00047178
0.010013,0.28209,0.0010321
0.0043577,0.12317,0.022118
-0.0014562,-0.041223,0.022774
-0.0072198,-0.20374,0.0018321
-0.012707,-0.35741,0.00068285
-0.01769,-0.49592,0.00032799
-0.021958,-0.61371,0.00014943
-0.02533,-0.70617,5.6275e-05
-0.027661,-0.76978,1.4369e-05
-0.028853,-0.80218,1.5938e-06
-0.028853,-0.80218,-1.5938e-06
-0.027661,-0.76978,-1.4369e-05
-0.02533,-0.70617,-5.6275e-05
-0.021958,-0.61371,-0.00014943
-0.01769,-0.49592,-0.00032799
-0.012707,-0.35741,-0.00068285
-0.0072198,-0.20374,-0.0018321
-0.0014562,-0.041223,-0.022774
0.0043577,0.12317,-0.022118
0.010013,0.28209,-0.0010321
0.015276,0.42893,-0.00047178
0.019925,0.55772,-0.00022478
0.023766,0.66335,-9.4807e-05
0.026633,0.74176,-3.041e-05
0.028404,0.78999,-5.5812e-06
0.029003,0.80626,-3.984e-07
0.14343,0.78173,1.8892e-06
0.14047,0.76595,2.653e-05
0.13172,0.71918,0.00014514
0.11756,0.64315,0.00045524
0.098574,0.54071,0.0010879
0.075581,0.41583,0.0023055
0.049547,0.27346,0.0051005
0.021565,0.1194,0.10939
-0.0072063,-0.039959,0.11269
-0.035728,-0.19751,0.0091127
-0.062878,-0.34649,0.003355
-0.087522,-0.48079,0.0015948
-0.10862,-0.59501,0.00072022
-0.12528,-0.68467,0.00026934
-0.1368,-0.74636,6.8428e-05
-0.14269,-0.77778,7.565e-06
-0.14269,-0.77778,-7.565e-06
-0.1368,-0.74636,-6.8428e-05
-0.12528,-0.68467,-0.00026934
-0.10862,-0.59501,-0.00072022
-0.087522,-0.48079,-0.0015948
-0.062878,-0.34649,-0.003355
-0.035728,-0.19751,-0.0091127
-0.0072063,-0.039959,-0.11269
0.021565,0.1194,-0.10939
0.049547,0.27346,-0.0051005
0.075581,0.41583,-0.0023055
0.098574,0.54071,-0.0010879
0.11756,0.64315,-0.00045524
0.13172,0.71918,-0.00014514
0.14047,0.76595,-2.653e-05
0.14343,0.78173,-1.8892e-06
0.25162,0.72541,3.036e-06
0.24645,0.71076,4.2865e-05
0.23114,0.66735,0.00023666
0.20633,0.59677,0.00075214
0.17307,0.50169,0.0018286
0.13274,0.38579,0.0039549
0.087037,0.25367,0.0089539
0.037888,0.11074,0.19196
-0.012661,-0.037059,0.19793
-0.062767,-0.1832,0.016208
-0.11044,-0.32143,0.00582
-0.15369,-0.44607,0.002707
-0.19068,-0.55209,0.0011997
-0.21987,-0.63531,0.00044183
-0.24003,-0.69257,0.00011101
-0.25033,-0.72174,1.2183e-05
-0.25033,-0.72174,-1.2183e-05
-0.24003,-0.69257,-0.00011101
-0.21987,-0.63531,-0.00044183
-0.19068,-0.55209,-0.0011997
-0.15369,-0.44607,-0.002707
-0.11044,-0.32143,-0.00582
-0.062767,-0.1832,-0.016208
-0.012661,-0.037059,-0.19793
0.037888,0.11074,-0.19196
0.087037,0.25367,-0.0089539
0.13274,0.38579,-0.0039549
0.17307,0.50169,-0.0018286
0.20633,0.59677,-0.00075214
0.23114,0.66735,-0.00023666
0.24645,0.71076,-4.2865e-05
0.25162,0.72541,-3.036e-06
0.349,0.63944,3.8342e-06
0.34185,0.62653,5.4437e-05
0.32069,0.58827,0.00030349
0.28638,0.52604,0.00097883
0.24031,0.44219,0.0024268
0.18438,0.33998,0.0053748
0.12094,0.22351,0.012502
0.052658,0.097554,0.26639
-0.017598,-0.032643,0.27503
-0.087229,-0.1614,0.022977
-0.15344,-0.28324,0.008014
-0.21344,-0.39314,0.0036339
-0.26471,-0.48663,0.0015757
-0.30511,-0.56002,0.00057042
-0.33298,-0.6105,0.00014159
-0.34721,-0.63621,1.5419e-05
-0.34721,-0.63621,-1.5419e-05
-0.33298,-0.6105,-0.00014159
-0.30511,-0.56002,-0.00057042
-0.26471,-0.48663,-0.0015757
-0.21344,-0.39314,-0.0036339
-0.15344,-0.28324,-0.008014
-0.087229,-0.1614,-0.022977
-0.017598,-0.032643,-0.27503
0.052658,0.097554,-0.26639
0.12094,0.22351,-0.012502
0.18438,0.33998,-0.0053748
0.24031,0.44219,-0.0024268
0.28638,0.52604,-0.00097883
0.32069,0.58827,-0.00030349
0.34185,0.62653,-5.4437e-05
0.349,0.63944,-3.8342e-06
0.43161,0.52718,4.7992e-06
0.42281,0.51656,6.7546e-05
0.39675,0.48505,0.00037291
0.35443,0.43374,0.001195
0.29755,0.36456,0.0029663
0.22841,0.28024,0.0066377
0.14988,0.18419,0.015724
0.065271,0.08037,0.32973
-0.021814,-0.02689,0.34091
-0.10811,-0.13299,0.029246
-0.19012,-0.23344,0.0099791
-0.26435,-0.3241,0.0044597
-0.32769,-0.40124,0.0019226
-0.37753,-0.46177,0.00069813
-0.41189,-0.50337,0.0001748
-0.4294,-0.52452,1.9229e-05
-0.4294,-0.52452,-1.9229e-05
-0.41189,-0.50337,-0.0001748
-0.37753,-0.46177,-0.00069813
-0.32769,-0.40124,-0.0019226
-0.26435,-0.3241,-0.0044597
-0.19012,-0.23344,-0.0099791
-0.10811,-0.13299,-0.029246
-0.021814,-0.02689,-0.34091
0.065271,0.08037,-0.32973
0.14988,0.18419,-0.015724
0.22841,0.28024,-0.0066377
0.29755,0.36456,-0.0029663
0.35443,0.43374,-0.001195
0.39675,0.48505,-0.00037291
0.42281,0.51656,-6.7546e-05
0.43161,0.52718,-4.7992e-06
0.49627,0.3931,7.7019e-06
0.48619,0.38525,0.0001016
0.45634,0.36183,0.00051742
0.40783,0.32357,0.0015348
0.34253,0.27191,0.0036058
0.26305,0.20895,0.0078623
0.17266,0.13729,0.018576
0.07521,0.059889,0.37955
-0.025137,-0.020035,0.39293
-0.12456,-0.09911,0.034717
-0.21899,-0.17403,0.011777
-0.30437,-0.24169,0.005333
