"velocity:0","velocity:1","velocity:2"
0.016825,-0.031873,-0.33739
-0.050333,0.095259,-0.32559
-0.11555,0.21827,-0.016776
-0.1761,0.33203,-0.0071107
-0.22944,0.43187,-0.0031721
-0.27335,0.51375,-0.001268
-0.30605,0.5745,-0.00039099
-0.3262,0.61183,-6.9939e-05
-0.33301,0.62442,-4.9209e-06
-0.39603,0.49264,6.4821e-06
-0.38796,0.48275,8.9693e-05
-0.36406,0.45336,0.0004853
-0.32526,0.40542,0.0015293
-0.2731,0.34075,0.0037666
-0.20968,0.26191,0.0084473
-0.13763,0.17212,0.020199
-0.05996,0.075094,0.38711
0.020043,-0.025123,0.40168
0.099294,-0.12426,0.037794
0.17456,-0.21816,0.012751
0.24265,-0.30291,0.0056629
0.30073,-0.37504,0.0024478
0.34644,-0.43161,0.00090023
0.37794,-0.47045,0.00022978
0.394,-0.49017,2.5786e-05
0.394,-0.49017,-2.5786e-05
0.37794,-0.47045,-0.00022978
0.34644,-0.43161,-0.00090023
0.30073,-0.37504,-0.0024478
0.24265,-0.30291,-0.0056629
0.17456,-0.21816,-0.012751
0.099294,-0.12426,-0.037794
0.020043,-0.025123,-0.40168
-0.05996,0.075094,-0.38711
-0.13763,0.17212,-0.020199
-0.20968,0.26191,-0.0084473
-0.2731,0.34075,-0.0037666
-0.32526,0.40542,-0.0015293
-0.36406,0.45336,-0.0004853
-0.38796,0.48275,-8.9693e-05
-0.39603,0.49264,-6.4821e-06
-0.44275,0.34037,1.2488e-05
-0.43375,0.33364,0.00015345
-0.4071,0.31342,0.00072278
-0.36381,0.28028,0.0020044
-0.30556,0.2355,0.004521
-0.23467,0.18094,0.0097247
-0.15407,0.11887,0.023051
-0.067131,0.051847,0.43281
0.022441,-0.017344,0.4496
0.11116,-0.085806,0.043274
0.19538,-0.15069,0.01457
0.27153,-0.20931,0.0066224
0.33642,-0.25924,0.0030515
0.38745,-0.2984,0.0012535
0.42259,-0.3252,0.00036684
0.44049,-0.33869,4.7232e-05
0.44049,-0.33869,-4.7232e-05
0.42259,-0.3252,-0.00036684
0.38745,-0.2984,-0.0012535
0.33642,-0.25924,-0.0030515
0.27153,-0.20931,-0.0066224
0.19538,-0.15069,-0.01457
0.11116,-0.085806,-0.043274
0.022441,-0.017344,-0.4496
-0.067131,0.051847,-0.43281
-0.15407,0.11887,-0.023051
-0.23467,0.18094,-0.0097247
-0.30556,0.2355,-0.004521
-0.36381,0.28028,-0.0020044
-0.4071,0.31342,-0.00072278
-0.43375,0.33364,-0.00015345
-0.44275,0.34037,-1.2488e-05
-0.47146,0.17384,4.4495e-05
-0.4619,0.17058,0.00037429
-0.43357,0.16026,0.0012953
-0.38753,0.14327,0.0027925
-0.32554,0.12033,0.0053982
-0.25007,0.092421,0.01081
-0.1642,0.060696,0.025048
-0.071554,0.026468,0.46097
0.02392,-0.0088534,0.4792
0.11848,-0.043809,0.046945
0.20822,-0.076956,0.015947
0.28931,-0.10693,0.0075673
0.35839,-0.13249,0.0038877
0.41267,-0.15256,0.0019592
0.45003,-0.16629,0.0007627
0.46906,-0.1731,0.0001406
0.46906,-0.1731,-0.0001406
0.45003,-0.16629,-0.0007627
0.41267,-0.15256,-0.0019592
0.35839,-0.13249,-0.0038877
0.28931,-0.10693,-0.0075673
0.20822,-0.076956,-0.015947
0.11848,-0.043809,-0.046945
0.02392,-0.0088534,-0.4792
-0.071554,0.026468,-0.46097
-0.1642,0.060696,-0.025048
-0.25007,0.092421,-0.01081
-0.32554,0.12033,-0.0053982
-0.38753,0.14327,-0.0027925
-0.43357,0.16026,-0.0012953
-0.4619,0.17058,-0.00037429
-0.47146,0.17384,-4.4495e-05
-0.48114,0.087847,0.00045541
-0.47139,0.086375,0.00092128
-0.4425,0.081105,0.0019341
-0.39554,0.072459,0.0033309
-0.33229,0.060831,0.0058503
-0.25527,0.046707,0.011267
-0.16763,0.030668,0.025782
-0.073049,0.013372,0.47049
0.02442,-0.0044726,0.48921
0.12096,-0.022133,0.04825
0.21256,-0.038887,0.016482
0.29532,-0.054047,0.0080045
0.36581,-0.06699,0.0043764
0.42118,-0.077181,0.0025525
0.45929,-0.084185,0.0014051
0.4787,-0.087622,0.00045724
0.4787,-0.087622,-0.00045724
0.45929,-0.084185,-0.0014051
0.42118,-0.077181,-0.0025525
0.36581,-0.06699,-0.0043764
0.29532,-0.054047,-0.0080045
0.21256,-0.038887,-0.016482
0.12096,-0.022133,-0.04825
0.02442,-0.0044726,-0.48921
-0.073049,0.013372,-0.47049
-0.16763,0.030668,-0.025782
-0.25527,0.046707,-0.011267
-0.33229,0.060831,-0.0058503
-0.39554,0.072459,-0.0033309
-0.4425,0.081105,-0.0019341
-0.47139,0.086375,-0.00092128
-0.48114,0.087847,-0.00045541
-0.29708,-0.095863,0.00049697
-0.29103,-0.094257,0.0010064
-0.2731,-0.088506,0.0021267
-0.24401,-0.079071,0.0037314
-0.2049,-0.066382,0.0067584
-0.15736,-0.050969,0.01345
-0.10332,-0.033466,0.031583
-0.04504,-0.014592,0.52745
0.015061,0.0048807,0.55083
0.074564,0.024153,0.059645
0.13102,0.042436,0.019954
0.18207,0.058979,0.0094043
0.22562,0.073103,0.0049735
0.25989,0.084224,0.0028278
0.28352,0.091867,0.0015383
0.29556,0.095618,0.00049909
0.29556,0.095618,-0.00049909
0.28352,0.091867,-0.0015383
0.25989,0.084224,-0.0028278
0.22562,0.073103,-0.0049735
0.18207,0.058979,-0.0094043
0.13102,0.042436,-0.019954
0.074564,0.024153,-0.059645
0.015061,0.0048807,-0.55083
-0.04504,-0.014592,-0.52745
-0.10332,-0.033466,-0.031583
-0.15736,-0.050969,-0.01345
-0.2049,-0.066382,-0.0067584
-0.24401,-0.079071,-0.0037314
-0.2731,-0.088506,-0.0021267
-0.29103,-0.094257,-0.0010064
-0.29708,-0.095863,-0.00049697
-0.29105,-0.18969,4.8652e-05
-0.28511,-0.18614,0.00041071
-0.26755,-0.17488,0.001435
-0.23904,-0.15634,0.0031575
-0.20072,-0.13131,0.0062877
-0.15415,-0.10085,0.012976
-0.10121,-0.066235,0.030777
-0.044118,-0.028883,0.51689
0.014753,0.0096614,0.53967
0.073039,0.047806,0.058155
0.12834,0.083978,0.019386
0.17836,0.11669,0.0089525
0.22102,0.14458,0.0044586
0.2546,0.16648,0.0021895
0.27775,0.18146,0.00084005
0.28956,0.18889,0.00015392
0.28956,0.18889,-0.00015392
0.27775,0.18146,-0.00084005
0.2546,0.16648,-0.0021895
0.22102,0.14458,-0.0044586
0.17836,0.11669,-0.0089525
0.12834,0.083978,-0.019386
0.073039,0.047806,-0.058155
0.014753,0.0096614,-0.53967
-0.044118,-0.028883,-0.51689
-0.10121,-0.066235,-0.030777
-0.15415,-0.10085,-0.012976
-0.20072,-0.13131,-0.0062877
-0.23904,-0.15634,-0.0031575
-0.26755,-0.17488,-0.001435
-0.28511,-0.18614,-0.00041071
-0.29105,-0.18969,-4.8652e-05
-0.27317,-0.37137,1.3926e-05
-0.2676,-0.36402,0.00017245
-0.2511,-0.34197,0.00082353
-0.22433,-0.30582,0.0023311
-0.18835,-0.25697,0.0053856
-0.14463,-0.19745,0.011845
-0.094958,-0.12971,0.028559
-0.04139,-0.056578,0.4856
0.013841,0.018927,0.50666
0.068524,0.093635,0.053924
0.12042,0.16444,0.017911
0.16736,0.2284,0.007981
0.20741,0.28287,0.0035913
0.23894,0.32559,0.0014418
0.26069,0.35482,0.00041476
0.27178,0.36954,5.2827e-05
0.27178,0.36954,-5.2827e-05
0.26069,0.35482,-0.00041476
0.23894,0.32559,-0.0014418
0.20741,0.28287,-0.0035913
0.16736,0.2284,-0.007981
0.12042,0.16444,-0.017911
0.068524,0.093635,-0.053924
0.013841,0.018927,-0.50666
-0.04139,-0.056578,-0.4856
-0.094958,-0.12971,-0.028559
-0.14463,-0.19745,-0.011845
-0.18835,-0.25697,-0.0053856
-0.22433,-0.30582,-0.0023311
-0.2511,-0.34197,-0.00082353
-0.2676,-0.36402,-0.00017245
-0.27317,-0.37137,-1.3926e-05
-0.24415,-0.53742,7.6162e-06
-0.23916,-0.52663,0.00010606
-0.2244,-0.49459,0.00057962
-0.20045,-0.44232,0.00185
-0.16828,-0.37179,0.0046184
-0.1292,-0.28578,0.010485
-0.084818,-0.18782,0.025311
-0.036968,-0.081947,0.43472
0.012362,0.027416,0.45308
0.061205,0.1356,0.047495
0.10756,0.23805,0.015909
0.14951,0.33051,0.0069879
0.18532,0.40918,0.0029812
0.21352,0.47088,0.0010818
0.23297,0.51322,0.00027296
0.2429,0.53472,3.0375e-05
0.2429,0.53472,-3.0375e-05
0.23297,0.51322,-0.00027296
0.21352,0.47088,-0.0010818
0.18532,0.40918,-0.0029812
0.14951,0.33051,-0.0069879
0.10756,0.23805,-0.015909
0.061205,0.1356,-0.047495
0.012362,0.027416,-0.45308
-0.036968,-0.081947,-0.43472
-0.084818,-0.18782,-0.025311
-0.1292,-0.28578,-0.010485
-0.16828,-0.37179,-0.0046184
-0.20045,-0.44232,-0.00185
-0.2244,-0.49459,-0.00057962
-0.23916,-0.52663,-0.00010606
-0.24415,-0.53742,-7.6162e-06
-0.20511,-0.68104,6.0947e-06
-0.20091,-0.66732,8.6818e-05
-0.18849,-0.62664,0.00048707
-0.16835,-0.56044,0.0015868
-0.14131,-0.47116,0.0039892
-0.10848,-0.36228,0.008984
-0.071205,-0.23818,0.021272
-0.031032,-0.10395,0.366
0.010377,0.034782,0.38096
0.051379,0.17199,0.039402
0.090305,0.30183,0.013515
0.12554,0.41892,0.0060219
0.15563,0.51849,0.0025711
0.17934,0.5966,0.00091962
0.1957,0.65029,0.00022643
0.20405,0.6776,2.454e-05
0.20405,0.6776,-2.454e-05
0.1957,0.65029,-0.00022643
0.17934,0.5966,-0.00091962
0.15563,0.51849,-0.0025711
0.12554,0.41892,-0.0060219
0.090305,0.30183,-0.013515
0.051379,0.17199,-0.039402
0.010377,0.034782,-0.38096
-0.031032,-0.10395,-0.366
-0.071205,-0.23818,-0.021272
-0.10848,-0.36228,-0.008984
-0.14131,-0.47116,-0.0039892
-0.16835,-0.56044,-0.0015868
-0.18849,-0.62664,-0.00048707
-0.20091,-0.66732,-8.6818e-05
-0.20511,-0.68104,-6.0947e-06
-0.15759,-0.79649,5.2568e-06
-0.15437,-0.78044,7.4517e-05
-0.14481,-0.73287,0.00041419
-0.12932,-0.65548,0.0013292
-0.10853,-0.55115,0.0032715
-0.083304,-0.42389,0.0071758
-0.054674,-0.27875,0.016485
-0.023826,-0.12169,0.2819
0.0079669,0.040723,0.29304
0.039449,0.20132,0.030024
0.069343,0.3532,0.010638
0.096413,0.49009,0.0048765
0.11954,0.60646,0.0021325
0.13777,0.69775,0.00077676
0.15036,0.76051,0.00019357
0.15679,0.79247,2.1128e-05
0.15679,0.79247,-2.1128e-05
0.15036,0.76051,-0.00019357
0.13777,0.69775,-0.00077676
0.11954,0.60646,-0.0021325
0.096413,0.49009,-0.0048765
0.069343,0.3532,-0.010638
0.039449,0.20132,-0.030024
0.0079669,0.040723,-0.29304
-0.023826,-0.12169,-0.2819
-0.054674,-0.27875,-0.016485
-0.083304,-0.42389,-0.0071758
-0.10853,-0.55115,-0.0032715
-0.12932,-0.65548,-0.0013292
-0.14481,-0.73287,-0.00041419
-0.15437,-0.78044,-7.4517e-05
-0.15759,-0.79649,-5.2568e-06
-0.10354,-0.87928,3.9076e-06
-0.10141,-0.86158,5.5005e-05
-0.09513,-0.80909,0.00030215
-0.084946,-0.72371,0.00095326
-0.071282,-0.6086,0.0022954
-0.054705,-0.46815,0.0049075
-0.0359,-0.30792,0.010957
-0.015644,-0.13445,0.1856
0.0052309,0.044998,0.19273
0.025902,0.2224,0.019641
0.045535,0.39012,0.0071748
0.063318,0.54122,0.0033794
0.078517,0.66963,0.0015136
0.090503,0.77035,0.0005622
0.09878,0.83959,0.00014213
0.10301,0.87485,1.5662e-05
0.10301,0.87485,-1.5662e-05
0.09878,0.83959,-0.00014213
0.090503,0.77035,-0.0005622
0.078517,0.66963,-0.0015136
0.063318,0.54122,-0.0033794
0.045535,0.39012,-0.0071748
0.025902,0.2224,-0.019641
0.0052309,0.044998,-0.19273
-0.015644,-0.13445,-0.1856
-0.0359,-0.30792,-0.010957
-0.054705,-0.46815,-0.0049075
-0.071282,-0.6086,-0.0022954
-0.084946,-0.72371,-0.00095326
-0.09513,-0.80909,-0.00030215
-0.10141,-0.86158,-5.5005e-05
-0.10354,-0.87928,-3.9076e-06
-0.045161,-0.92629,1.8412e-06
-0.044234,-0.90765,2.5812e-05
-0.041491,-0.85239,0.00014081
-0.037047,-0.76249,0.00043978
-0.031085,-0.64126,0.0010451
-0.023855,-0.49332,0.0021991
-0.015654,-0.32452,0.0048215
-0.0068209,-0.14171,0.081066
0.0022807,0.04743,0.084123
0.011294,0.2344,0.0085532
0.019855,0.41112,0.003187
0.027611,0.57029,0.0015269
0.034241,0.70553,0.00069393
0.039471,0.81159,0.00026079
0.043084,0.88451,6.6491e-05
0.044929,0.92162,7.3678e-06
0.044929,0.92162,-7.3678e-06
0.043084,0.88451,-6.6491e-05
0.039471,0.81159,-0.00026079
0.034241,0.70553,-0.00069393
0.027611,0.57029,-0.0015269
0.019855,0.41112,-0.003187
0.011294,0.2344,-0.0085532
0.0022807,0.04743,-0.084123
-0.0068209,-0.14171,-0.081066
-0.015654,-0.32452,-0.0048215
-0.023855,-0.49332,-0.0021991
-0.031085,-0.64126,-0.0010451
-0.037047,-0.76249,-0.00043978
-0.041491,-0.85239,-0.00014081
-0.044234,-0.90765,-2.5812e-05
-0.045161,-0.92629,-1.8412e-06
0.015107,-0.93578,-6.2577e-07
0.014796,-0.91696,-8.7658e-06
0.013879,-0.86113,-4.7755e-05
0.012392,-0.77032,-0.00014885
0.010398,-0.64786,-0.00035276
0.007979,-0.49841,-0.00073989
0.0052358,-0.32787,-0.001616
0.0022814,-0.14318,-0.027125
-0.00076284,0.047922,-0.028144
-0.0037776,0.23683,-0.0028604
-0.0066411,0.41536,-0.0010703
-0.0092355,0.57616,-0.00051458
-0.011454,0.71278,-0.00023457
-0.013203,0.81992,-8.8362e-05
-0.014412,0.89357,-2.2567e-05
-0.015029,0.93107,-2.5034e-06
-0.015029,0.93107,2.5034e-06
-0.014412,0.89357,2.2567e-05
-0.013203,0.81992,8.8362e-05
-0.011454,0.71278,0.00023457
-0.0092355,0.57616,0.00051458
-0.0066411,0.41536,0.0010703
-0.0037776,0.23683,0.0028604
-0.00076284,0.047922,0.028144
0.0022814,-0.14318,0.027125
0.0052358,-0.32787,0.001616
0.007979,-0.49841,0.00073989
0.010398,-0.64786,0.00035276
0.012392,-0.77032,0.00014885
0.013879,-0.86113,4.7755e-05
0.014796,-0.91696,8.7658e-06
0.015107,-0.93578,6.2577e-07
0.074741,-0.9074,-2.9529e-06
0.073207,-0.88914,-4.1465e-05
0.068669,-0.83499,-0.00022683
0.061315,-0.74691,-0.0007113
0.05145,-0.62813,-0.0016993
0.039484,-0.4832,-0.003599
0.02591,-0.31785,-0.0079499
0.01129,-0.1388,-0.13409
-0.0037752,0.046452,-0.13918
-0.018694,0.22958,-0.014164
-0.032864,0.40268,-0.0052345
-0.045701,0.55861,-0.0024905
-0.056673,0.6911,-0.0011252
-0.065328,0.79502,-0.00042088
-0.071305,0.86646,-0.00010694
-0.074357,0.90283,-1.1824e-05
-0.074357,0.90283,1.1824e-05
-0.071305,0.86646,0.00010694
-0.065328,0.79502,0.00042088
-0.056673,0.6911,0.0011252
-0.045701,0.55861,0.0024905
-0.032864,0.40268,0.0052345
-0.018694,0.22958,0.014164
-0.0037752,0.046452,0.13918
0.01129,-0.1388,0.13409
0.02591,-0.31785,0.0079499
0.039484,-0.4832,0.003599
0.05145,-0.62813,0.0016993
0.061315,-0.74691,0.0007113
0.068669,-0.83499,0.00022683
0.073207,-0.88914,4.1465e-05
0.074741,-0.9074,2.9529e-06
0.13125,-0.84219,-4.6749e-06
0.12856,-0.82523,-6.602e-05
0.1206,-0.77494,-0.00036464
0.10769,-0.69314,-0.0011595
0.090376,-0.58286,-0.0028206
0.069362,-0.44831,-0.0061028
0.045521,-0.29485,-0.01381
0.019837,-0.12873,-0.23504
-0.0066329,0.043082,-0.24419
-0.032844,0.21295,-0.024941
-0.057736,0.37357,-0.0089807
-0.08028,0.51831,-0.0041766
-0.099545,0.64132,-0.00185
-0.11473,0.73782,-0.00068095
-0.12522,0.80417,-0.00017101
-0.13058,0.83794,-1.8761e-05
-0.13058,0.83794,1.8761e-05
-0.12522,0.80417,0.00017101
-0.11473,0.73782,0.00068095
-0.099545,0.64132,0.00185
-0.08028,0.51831,0.0041766
-0.057736,0.37357,0.0089807
-0.032844,0.21295,0.024941
-0.0066329,0.043082,0.24419
0.019837,-0.12873,0.23504
0.045521,-0.29485,0.01381
0.069362,-0.44831,0.0061028
0.090376,-0.58286,0.0028206
0.10769,-0.69314,0.0011595
0.1206,-0.77494,0.00036464
0.12856,-0.82523,6.602e-05
0.13125,-0.84219,4.6749e-06
0.1823,-0.74259,-5.6969e-06
0.17856,-0.72763,-8.1041e-05
0.16752,-0.68327,-0.00045321
0.14961,-0.6111,-0.0014676
0.12557,-0.51379,-0.0036552
0.096388,-0.39511,-0.0081308
0.063265,-0.2598,-0.018974
0.027571,-0.1134,-0.32569
-0.0092191,0.037948,-0.33878
-0.045648,0.18761,-0.034855
-0.080236,0.3292,-0.012146
-0.11155,0.45685,-0.0054856
-0.1383,0.56538,-0.0023678
-0.15938,0.65052,-0.00085345
-0.17393,0.70905,-0.00021109
-0.18136,0.73885,-2.2928e-05
-0.18136,0.73885,2.2928e-05
-0.17393,0.70905,0.00021109
-0.15938,0.65052,0.00085345
-0.1383,0.56538,0.0023678
-0.11155,0.45685,0.0054856
-0.080236,0.3292,0.012146
-0.045648,0.18761,0.034855
-0.0092191,0.037948,0.33878
0.027571,-0.1134,0.32569
0.063265,-0.2598,0.018974
0.096388,-0.39511,0.0081308
0.12557,-0.51379,0.0036552
0.14961,-0.6111,0.0014676
0.16752,-0.68327,0.00045321
0.17856,-0.72763,8.1041e-05
0.1823,-0.74259,5.6969e-06
0.22579,-0.61242,-6.6297e-06
0.22118,-0.6001,-9.3989e-05
0.20751,-0.56354,-0.00052476
0.18536,-0.50399,-0.0017058
0.1556,-0.42367,-0.0042998
0.11945,-0.32571,-0.0097598
0.078414,-0.2141,-0.023385
0.034176,-0.093429,-0.40245
-0.011428,0.03126,-0.41918
-0.056582,0.15459,-0.043629
-0.099444,0.27134,-0.014764
-0.13824,0.37666,-0.0065125
-0.17136,0.46625,-0.0027657
-0.19745,0.53652,-0.00098918
-0.21545,0.58479,-0.0002445
-0.22464,0.60933,-2.664e-05
-0.22464,0.60933,2.664e-05
-0.21545,0.58479,0.0002445
-0.19745,0.53652,0.00098918
-0.17136,0.46625,0.0027657
-0.13824,0.37666,0.0065125
-0.099444,0.27134,0.014764
-0.056582,0.15459,0.043629
-0.011428,0.03126,0.41918
0.034176,-0.093429,0.40245
0.078414,-0.2141,0.023385
0.11945,-0.32571,0.0097598
0.1556,-0.42367,0.0042998
0.18536,-0.50399,0.0017058
0.20751,-0.56354,0.00052476
0.22118,-0.6001,9.3989e-05
0.22579,-0.61242,6.6297e-06
0.25999,-0.45679,-9.638e-06
0.25469,-0.44767,-0.00012884
0.23898,-0.42048,-0.00067061
0.21348,-0.37604,-0.0020489
0.17924,-0.31604,-0.0049746
0.13762,-0.24288,-0.011179
0.090352,-0.15959,-0.027043
0.039381,-0.069621,-0.46252
-0.013169,0.023291,-0.48233
-0.065199,0.11521,-0.050948
-0.11458,0.2023,-0.01696
-0.15925,0.28093,-0.0074739
-0.19738,0.34785,-0.0032485
-0.2274,0.40033,-0.0012228
-0.2481,0.43631,-0.0003236
-0.25866,0.45451,-3.778e-05
-0.25866,0.45451,3.778e-05
-0.2481,0.43631,0.0003236
-0.2274,0.40033,0.0012228
-0.19738,0.34785,0.0032485
-0.15925,0.28093,0.0074739
-0.11458,0.2023,0.01696
-0.065199,0.11521,0.050948
-0.013169,0.023291,0.48233
0.039381,-0.069621,0.46252
0.090352,-0.15959,0.027043
0.13762,-0.24288,0.011179
0.17924,-0.31604,0.0049746
0.21348,-0.37604,0.0020489
0.23898,-0.42048,0.00067061
0.25469,-0.44767,0.00012884
0.25999,-0.45679,9.638e-06
0.28356,-0.28202,-2.3597e-05
0.27778,-0.27656,-0.00025546
0.26066,-0.25984,-0.0010701
0.23288,-0.23234,-0.0027102
0.19554,-0.19519,-0.005841
0.15016,-0.14994,-0.01246
0.09859,-0.098487,-0.02982
0.042975,-0.042952,-0.50378
-0.01437,0.014368,-0.52584
-0.071146,0.071089,-0.056351
-0.12502,0.12486,-0.018736
-0.17375,0.17346,-0.0084914
-0.21532,0.21488,-0.0040101
-0.24804,0.24738,-0.0017648
-0.2706,0.2696,-0.00057448
-0.28211,0.28068,-8.4297e-05
-0.28211,0.28068,8.4297e-05
-0.2706,0.2696,0.00057448
-0.24804,0.24738,0.0017648
-0.21532,0.21488,0.0040101
-0.17375,0.17346,0.0084914
-0.12502,0.12486,0.018736
-0.071146,0.071089,0.056351
-0.01437,0.014368,0.52584
0.042975,-0.042952,0.50378
0.09859,-0.098487,0.02982
0.15016,-0.14994,0.01246
0.19554,-0.19519,0.005841
0.23288,-0.23234,0.0027102
0.26066,-0.25984,0.0010701
0.27778,-0.27656,0.00025546
0.28356,-0.28202,2.3597e-05
0.29557,-0.095353,-0.00013216
0.28955,-0.093585,-0.000674
0.27171,-0.087946,-0.0018774
0.24277,-0.078611,-0.0035607
0.20386,-0.066015,-0.0066288
0.15655,-0.050697,-0.013325
0.10279,-0.033291,-0.031378
0.044809,-0.014517,-0.5248
-0.014984,0.0048556,-0.54803
-0.074182,0.024028,-0.059268
-0.13035,0.042212,-0.019808
-0.18114,0.058659,-0.009283
-0.22447,0.07269,-0.0048271
-0.25857,0.083716,-0.002624
-0.28207,0.09125,-0.0012304
-0.29406,0.094932,-0.00031166
-0.29406,0.094932,0.00031166
-0.28207,0.09125,0.0012304
-0.25857,0.083716,0.002624
-0.22447,0.07269,0.0048271
-0.18114,0.058659,0.009283
-0.13035,0.042212,0.019808
-0.074182,0.024028,0.059268
-0.014984,0.0048556,0.54803
0.044809,-0.014517,0.5248
0.10279,-0.033291,0.031378
0.15655,-0.050697,0.013325
0.20386,-0.066015,0.0066288
0.24277,-0.078611,0.0035607
0.27171,-0.087946,0.0018774
0.28955,-0.093585,0.000674
0.29557,-0.095353,0.00013216
0.29557,0.095353,-0.00013216
0.28955,0.093585,-0.000674
0.27171,0.087946,-0.0018774
0.24277,0.078611,-0.0035607
0.20386,0.066015,-0.0066288
0.15655,0.050697,-0.013325
0.10279,0.033291,-0.031378
0.044809,0.014517,-0.5248
-0.014984,-0.0048556,-0.54803
-0.074182,-0.024028,-0.059268
-0.13035,-0.042212,-0.019808
-0.18114,-0.058659,-0.009283
-0.22447,-0.07269,-0.0048271
-0.25857,-0.083716,-0.002624
-0.28207,-0.09125,-0.0012304
-0.29406,-0.094932,-0.00031166
-0.29406,-0.094932,0.00031166
-0.28207,-0.09125,0.0012304
-0.25857,-0.083716,0.002624
-0.22447,-0.07269,0.0048271
-0.18114,-0.058659,0.009283
-0.13035,-0.042212,0.019808
-0.074182,-0.024028,0.059268
-0.014984,-0.0048556,0.54803
0.044809,0.014517,0.5248
0.10279,0.033291,0.031378
0.15655,0.050697,0.013325
0.20386,0.066015,0.0066288
0.24277,0.078611,0.0035607
0.27171,0.087946,0.0018774
0.28955,0.093585,0.000674
0.29557,0.095353,0.00013216
0.28356,0.28202,-2.3597e-05
0.27778,0.27656,-0.00025546
0.26066,0.25984,-0.0010701
0.23288,0.23234,-0.0027102
0.19554,0.19519,-0.005841
0.15016,0.14994,-0.01246
0.09859,0.098487,-0.02982
0.042975,0.042952,-0.50378
-0.01437,-0.014368,-0.52584
-0.071146,-0.071089,-0.056351
-0.12502,-0.12486,-0.018736
-0.17375,-0.17346,-0.0084914
-0.21532,-0.21488,-0.0040101
-0.24804,-0.24738,-0.0017648
-0.2706,-0.2696,-0.00057448
-0.28211,-0.28068,-8.4297e-05
-0.28211,-0.28068,8.4297e-05
-0.2706,-0.2696,0.00057448
-0.24804,-0.24738,0.0017648
-0.21532,-0.21488,0.0040101
-0.17375,-0.17346,0.0084914
-0.12502,-0.12486,0.018736
-0.071146,-0.071089,0.056351
-0.01437,-0.014368,0.52584
0.042975,0.042952,0.50378
0.09859,0.098487,0.02982
0.15016,0.14994,0.01246
0.19554,0.19519,0.005841
0.23288,0.23234,0.0027102
0.26066,0.25984,0.0010701
0.27778,0.27656,0.00025546
0.28356,0.28202,2.3597e-05
0.25999,0.45679,-9.638e-06
0.25469,0.44767,-0.00012884
0.23898,0.42048,-0.00067061
0.21348,0.37604,-0.0020489
0.17924,0.31604,-0.0049746
0.13762,0.24288,-0.011179
0.090352,0.15959,-0.027043
0.039381,0.069621,-0.46252
-0.013169,-0.023291,-0.48233
-0.065199,-0.11521,-0.050948
-0.11458,-0.2023,-0.01696
-0.15925,-0.28093,-0.0074739
-0.19738,-0.34785,-0.0032485
-0.2274,-0.40033,-0.0012228
-0.2481,-0.43631,-0.0003236
-0.25866,-0.45451,-3.778e-05
-0.25866,-0.45451,3.778e-05
-0.2481,-0.43631,0.0003236
-0.2274,-0.40033,0.0012228
-0.19738,-0.34785,0.0032485
-0.15925,-0.28093,0.0074739
-0.11458,-0.2023,0.01696
-0.065199,-0.11521,0.050948
-0.013169,-0.023291,0.48233
0.039381,0.069621,0.46252
0.090352,0.15959,0.027043
0.13762,0.24288,0.011179
0.17924,0.31604,0.0049746
0.21348,0.37604,0.0020489
0.23898,0.42048,0.00067061
0.25469,0.44767,0.00012884
0.25999,0.45679,9.638e-06
0.22579,0.61242,-6.6297e-06
0.22118,0.6001,-9.3989e-05
0.20751,0.56354,-0.00052476
0.18536,0.50399,-0.0017058
0.1556,0.42367,-0.0042998
0.11945,0.32571,-0.0097598
0.078414,0.2141,-0.023385
0.034176,0.093429,-0.40245
-0.011428,-0.03126,-0.41918
-0.056582,-0.15459,-0.043629
-0.099444,-0.27134,-0.014764
-0.13824,-0.37666,-0.0065125
-0.17136,-0.46625,-0.0027657
-0.19745,-0.53652,-0.00098918
-0.21545,-0.58479,-0.0002445
-0.22464,-0.60933,-2.664e-05
-0.22464,-0.60933,2.664e-05
-0.21545,-0.58479,0.0002445
-0.19745,-0.53652,0.00098918
-0.17136,-0.46625,0.0027657
-0.13824,-0.37666,0.0065125
-0.099444,-0.27134,0.014764
-0.056582,-0.15459,0.043629
-0.011428,-0.03126,0.41918
0.034176,0.093429,0.40245
0.078414,0.2141,0.023385
0.11945,0.32571,0.0097598
0.1556,0.42367,0.0042998
0.18536,0.50399,0.0017058
0.20751,0.56354,0.00052476
0.22118,0.6001,9.3989e-05
0.22579,0.61242,6.6297e-06
0.1823,0.74259,-5.6969e-06
0.17856,0.72763,-8.1041e-05
0.16752,0.68327,-0.00045321
0.14961,0.6111,-0.0014676
0.12557,0.51379,-0.0036552
0.096388,0.39511,-0.0081308
0.063265,0.2598,-0.018974
0.027571,0.1134,-0.32569
-0.0092191,-0.037948,-0.33878
-0.045648,-0.18761,-0.034855
-0.080236,-0.3292,-0.012146
-0.11155,-0.45685,-0.0054856
-0.1383,-0.56538,-0.0023678
-0.15938,-0.65052,-0.00085345
-0.17393,-0.70905,-0.00021109
-0.18136,-0.73885,-2.2928e-05
-0.18136,-0.73885,2.2928e-05
-0.17393,-0.70905,0.00021109
-0.15938,-0.65052,0.00085345
-0.1383,-0.56538,0.0023678
-0.11155,-0.45685,0.0054856
-0.080236,-0.3292,0.012146
-0.045648,-0.18761,0.034855
